IP Address,TimeStamp,Transfer(s1),s2,s3,s4,s5,Priority,Membership
181.244.13.19,02-01-2023 0.15,3.079,2.125,0.954,1.528,1.551,1,Premium Membership
174.273.4.15,02-01-2023 0.20,3.797,1.101,2.696,1.325,2.472,4,Basic Membership
168.345.16.16,02-01-2023 0.25,4.222,2.787,1.435,1.027,3.195,2,Basic Membership
172.272.20.5,02-01-2023 0.30,4.099,0.861,3.238,2.03,2.069,0,Basic Membership
169.232.19.5,02-01-2023 0.35,3.856,2.275,1.581,2.105,1.751,4,Basic Membership
180.299.13.12,02-01-2023 0.40,4.498,1.529,2.969,1.915,2.583,3,Premium Membership
190.331.16.5,02-01-2023 0.45,3.973,0.993,2.98,1.51,2.463,4,Premium Membership
165.260.14.4,02-01-2023 0.50,4.209,1.642,2.567,2.557,1.652,3,Premium Membership
155.227.3.4,02-01-2023 0.55,3.092,1.268,1.824,1.443,1.649,2,Basic Membership
172.298.13.15,02-01-2023 1.00,4.212,0.969,3.243,1.84,2.372,2,Basic Membership
185.202.20.7,02-01-2023 1.05,4.59,1.056,3.534,1.997,2.593,0,Basic Membership
173.331.12.6,02-01-2023 1.10,3.77,1.923,1.847,1.568,2.202,3,Basic Membership
184.222.11.17,02-01-2023 1.15,4.865,2.287,2.578,2.295,2.57,2,Basic Membership
161.214.11.0,02-01-2023 1.20,3.816,1.794,2.022,1.32,2.496,2,Premium Membership
155.347.5.18,02-01-2023 1.25,3.98,0.796,3.184,1.648,2.332,2,Premium Membership
160.205.11.8,02-01-2023 1.30,4.654,3.165,1.489,1.687,2.967,4,Basic Membership
180.245.20.1,02-01-2023 1.35,4.908,2.896,2.012,1.627,3.281,4,Basic Membership
153.216.10.13,02-01-2023 1.40,3.467,2.462,1.005,1.633,1.834,4,Basic Membership
171.272.11.17,02-01-2023 1.45,3.508,1.333,2.175,1.652,1.856,3,Premium Membership
167.221.20.14,02-01-2023 1.50,3.654,0.913,2.741,2.375,1.279,3,Basic Membership
152.324.4.14,02-01-2023 1.55,4.434,2.439,1.995,1.927,2.507,0,Basic Membership
171.336.15.18,02-01-2023 2.00,4.999,3.649,1.35,2.424,2.575,1,Basic Membership
180.335.5.0,02-01-2023 2.05,4.432,2.393,2.039,1.875,2.557,4,Basic Membership
181.318.9.10,02-01-2023 2.10,3.443,1.343,2.1,1.622,1.821,4,Basic Membership
162.299.16.11,02-01-2023 2.15,4.8,0.96,3.84,2.486,2.314,2,Basic Membership
170.299.3.18,02-01-2023 2.20,3.876,2.209,1.667,2.191,1.685,2,Premium Membership
158.339.4.7,02-01-2023 2.25,3.054,1.466,1.588,1.467,1.587,3,Basic Membership
162.261.9.20,02-01-2023 2.30,3.887,1.244,2.643,1.115,2.772,1,Basic Membership
160.239.18.18,02-01-2023 2.35,4.696,2.019,2.677,2.555,2.141,0,Premium Membership
152.214.19.12,02-01-2023 2.40,4.242,1.103,3.139,1.221,3.021,0,Basic Membership
175.296.17.5,02-01-2023 2.45,4.803,3.17,1.633,1.697,3.106,0,Premium Membership
190.285.13.3,02-01-2023 2.50,3.846,1.077,2.769,1.772,2.074,1,Premium Membership
172.242.20.16,02-01-2023 2.55,3.856,2.815,1.041,2.711,1.145,0,Basic Membership
168.319.7.5,02-01-2023 3.00,4.634,2.224,2.41,1.652,2.982,3,Basic Membership
153.225.11.14,02-01-2023 3.05,6.587,1.383,5.204,2.899,3.688,1,Premium Membership
177.304.5.14,02-01-2023 3.10,6.505,3.122,3.383,2.381,4.124,4,Premium Membership
158.336.15.9,02-01-2023 3.15,6.117,4.221,1.896,1.773,4.344,4,Premium Membership
180.217.3.19,02-01-2023 3.20,4.119,1.03,3.089,2.719,1.4,3,Premium Membership
188.291.10.8,02-01-2023 3.25,6.426,3.213,3.213,3.791,2.635,3,Basic Membership
150.310.17.1,02-01-2023 3.30,5.896,1.356,4.54,3.775,2.121,0,Basic Membership
171.262.7.12,02-01-2023 3.35,4.694,1.69,3.004,2.379,2.315,3,Premium Membership
163.250.3.6,02-01-2023 3.40,4.236,1.991,2.245,2.341,1.895,3,Basic Membership
175.296.17.5,02-01-2023 3.45,4.25,1.998,2.252,1.88,2.37,3,Premium Membership
174.299.3.9,02-01-2023 3.50,5.173,2.949,2.224,2.548,2.625,4,Basic Membership
169.266.16.4,02-01-2023 3.55,4.974,3.134,1.84,2.942,2.032,4,Basic Membership
185.295.2.6,02-01-2023 4.00,6.516,3.91,2.606,2.619,3.897,4,Basic Membership
182.286.4.9,02-01-2023 4.05,5.111,1.38,3.731,3.173,1.938,4,Basic Membership
174.225.15.8,02-01-2023 4.10,5.001,3.401,1.6,1.542,3.459,1,Basic Membership
180.326.17.18,02-01-2023 4.15,6.796,1.563,5.233,4.209,2.587,3,Basic Membership
166.254.18.7,02-01-2023 4.20,5.711,2.741,2.97,3.239,2.472,3,Basic Membership
186.333.10.20,02-01-2023 4.25,5.678,3.293,2.385,3.802,1.876,1,Premium Membership
150.254.18.14,02-01-2023 4.30,6.205,3.971,2.234,4.028,2.177,2,Premium Membership
186.216.0.11,02-01-2023 4.35,5.335,2.774,2.561,2.759,2.576,4,Basic Membership
188.337.13.15,02-01-2023 4.40,6.566,2.823,3.743,2.277,4.289,2,Basic Membership
165.219.14.9,02-01-2023 4.45,4.11,1.808,2.302,1.886,2.224,2,Basic Membership
164.345.0.18,02-01-2023 4.50,6.043,4.351,1.692,3.017,3.026,0,Premium Membership
158.215.19.3,02-01-2023 4.55,4.995,2.547,2.448,3.148,1.847,2,Basic Membership
188.231.3.20,02-01-2023 5.00,4.245,3.184,1.061,2.876,1.369,0,Basic Membership
156.272.5.0,02-01-2023 5.05,8.48,4.834,3.646,3.741,4.739,1,Basic Membership
188.268.5.4,02-01-2023 5.10,9.641,4.821,4.82,6.556,3.085,0,Basic Membership
167.294.16.10,02-01-2023 5.15,9.582,5.462,4.12,5.805,3.777,1,Premium Membership
168.237.17.6,02-01-2023 5.20,9.444,6.044,3.4,4.348,5.096,0,Basic Membership
189.210.11.0,02-01-2023 5.25,10.924,5.353,5.571,5.782,5.142,3,Basic Membership
189.340.8.14,02-01-2023 5.30,9.306,3.257,6.049,6.058,3.248,1,Premium Membership
175.225.12.13,02-01-2023 5.35,8.517,4.514,4.003,3.411,5.106,0,Basic Membership
176.348.11.3,02-01-2023 5.40,9.479,5.498,3.981,3.069,6.41,4,Basic Membership
175.244.6.17,02-01-2023 5.45,10.821,6.925,3.896,3.883,6.938,1,Premium Membership
173.331.3.19,02-01-2023 5.50,9.269,5.839,3.43,4.559,4.71,0,Basic Membership
159.224.7.10,02-01-2023 5.55,9.977,7.383,2.594,2.772,7.205,1,Basic Membership
168.310.7.8,02-01-2023 6.00,10.4,7.28,3.12,5.19,5.21,3,Basic Membership
189.320.19.12,02-01-2023 6.05,8.014,3.526,4.488,4.712,3.302,1,Basic Membership
189.240.12.16,02-01-2023 6.10,12.336,7.402,4.934,8.117,4.219,0,Basic Membership
186.327.16.6,02-01-2023 6.15,12.807,2.561,10.246,4.662,8.145,4,Basic Membership
150.306.7.3,02-01-2023 6.20,9.24,6.006,3.234,4.343,4.897,3,Basic Membership
163.345.11.19,02-01-2023 6.25,12.894,8.768,4.126,6.689,6.205,4,Basic Membership
176.296.10.3,02-01-2023 6.30,9.168,6.509,2.659,3.064,6.104,1,Premium Membership
176.237.13.6,02-01-2023 6.35,8.51,3.829,4.681,4.408,4.102,0,Basic Membership
161.283.5.16,02-01-2023 6.40,9.085,1.908,7.177,5.425,3.66,3,Basic Membership
164.210.13.19,02-01-2023 6.45,8.396,5.625,2.771,1.819,6.577,2,Premium Membership
152.245.4.1,02-01-2023 6.50,11.161,2.902,8.259,5.326,5.835,2,Basic Membership
171.268.19.3,02-01-2023 6.55,12.16,8.512,3.648,4.463,7.697,2,Basic Membership
178.206.9.7,02-01-2023 7.00,12.807,6.019,6.788,8.226,4.581,1,Basic Membership
167.200.3.12,02-01-2023 7.05,10.812,7.028,3.784,4.876,5.936,2,Basic Membership
152.245.4.1,02-01-2023 7.10,11.182,5.479,5.703,6.636,4.546,3,Basic Membership
154.298.11.0,02-01-2023 7.15,10.534,6.11,4.424,5.058,5.476,4,Basic Membership
168.219.5.0,02-01-2023 7.20,9.935,6.557,3.378,5.373,4.562,0,Premium Membership
181.279.8.16,02-01-2023 7.25,11.726,6.332,5.394,3.841,7.885,2,Basic Membership
169.272.2.8,02-01-2023 7.30,9.344,3.364,5.98,5.606,3.738,3,Basic Membership
176.225.4.10,02-01-2023 7.35,9.103,5.007,4.096,5.198,3.905,1,Premium Membership
190.304.16.19,02-01-2023 7.40,9.161,3.023,6.138,3.908,5.253,4,Premium Membership
154.309.14.4,02-01-2023 7.45,12.551,9.162,3.389,7.758,4.793,3,Basic Membership
173.318.1.11,02-01-2023 7.50,9.197,4.507,4.69,4.121,5.076,4,Premium Membership
171.255.18.18,02-01-2023 7.55,8.497,2.719,5.778,5.445,3.052,0,Premium Membership
178.252.10.4,02-01-2023 8.00,12.982,8.179,4.803,6.547,6.435,2,Premium Membership
154.288.7.3,02-01-2023 8.05,9.266,2.131,7.135,3.875,5.391,3,Basic Membership
159.237.4.20,02-01-2023 8.10,12.126,8.488,3.638,4.826,7.3,1,Premium Membership
173.298.17.13,02-01-2023 8.15,9.343,5.793,3.55,6.865,2.478,3,Premium Membership
169.209.0.14,02-01-2023 8.20,10.742,4.512,6.23,4.713,6.029,0,Basic Membership
173.302.19.13,02-01-2023 8.25,9.36,3.276,6.084,6.117,3.243,4,Basic Membership
157.275.6.0,02-01-2023 8.30,8.871,6.387,2.484,3.204,5.667,0,Premium Membership
177.238.11.6,02-01-2023 8.35,8.357,5.014,3.343,5.181,3.176,3,Basic Membership
190.304.16.19,02-01-2023 8.40,8.386,3.019,5.367,3.848,4.538,0,Premium Membership
190.230.19.0,02-01-2023 8.45,12.35,6.916,5.434,8.467,3.883,2,Basic Membership
161.295.20.2,02-01-2023 8.50,12.785,5.37,7.415,5.649,7.136,4,Basic Membership
190.246.5.9,02-01-2023 8.55,12.655,4.935,7.72,5.716,6.939,3,Basic Membership
174.299.3.9,02-01-2023 9.00,11.973,6.226,5.747,7.658,4.315,0,Basic Membership
169.209.0.14,02-01-2023 9.05,11.303,3.843,7.46,3.169,8.134,1,Basic Membership
183.290.17.7,02-01-2023 9.10,11.803,4.367,7.436,4.78,7.023,2,Basic Membership
154.302.5.20,02-01-2023 9.15,10.369,3.422,6.947,4.901,5.468,3,Basic Membership
176.286.20.19,02-01-2023 9.20,11.314,6.902,4.412,4.643,6.671,0,Premium Membership
164.261.20.0,02-01-2023 9.25,10.348,3.518,6.83,4.143,6.205,0,Premium Membership
179.239.20.1,02-01-2023 9.30,11.842,7.816,4.026,4.401,7.441,3,Basic Membership
152.225.14.18,02-01-2023 9.35,9.784,2.152,7.632,3.567,6.217,0,Basic Membership
176.209.15.8,02-01-2023 9.40,8.14,5.454,2.686,5.778,2.362,1,Basic Membership
180.207.6.12,02-01-2023 9.45,9.916,3.669,6.247,7.062,2.854,2,Basic Membership
150.286.1.5,02-01-2023 9.50,12.08,5.919,6.161,4.923,7.157,2,Premium Membership
171.315.14.13,02-01-2023 9.55,8.192,3.604,4.588,5.77,2.422,3,Basic Membership
172.298.13.15,02-01-2023 10.00,9.071,2.631,6.44,2.578,6.493,1,Basic Membership
187.210.11.0,02-01-2023 10.05,9.001,6.481,2.52,5.595,3.406,2,Basic Membership
166.305.14.6,02-01-2023 10.10,8.789,5.713,3.076,4.162,4.627,3,Basic Membership
186.218.3.6,02-01-2023 10.15,8.842,6.632,2.21,3.802,5.04,1,Basic Membership
188.287.15.5,02-01-2023 10.20,12.586,2.517,10.069,7.753,4.833,0,Basic Membership
150.291.15.11,02-01-2023 10.25,9.758,5.367,4.391,4.801,4.957,0,Premium Membership
189.341.20.20,02-01-2023 10.30,12.806,9.348,3.458,6.223,6.584,0,Basic Membership
181.320.0.6,02-01-2023 10.35,12.639,6.319,6.32,4.74,7.899,4,Premium Membership
168.201.13.4,02-01-2023 10.40,8.018,4.41,3.608,4.101,3.917,0,Basic Membership
155.326.6.11,02-01-2023 10.45,9.587,6.327,3.26,2.592,6.995,4,Basic Membership
177.315.4.20,02-01-2023 10.50,8.316,5.821,2.495,4.507,3.809,0,Premium Membership
159.269.20.18,02-01-2023 10.55,10.998,7.919,3.079,5.116,5.882,4,Basic Membership
189.297.4.5,02-01-2023 11.00,10.293,7.411,2.882,6.526,3.767,4,Basic Membership
151.333.1.13,02-01-2023 11.05,7.806,4.293,3.513,3.727,4.079,0,Basic Membership
187.294.11.9,02-01-2023 11.10,7.219,4.909,2.31,3.875,3.344,1,Premium Membership
161.214.14.0,02-01-2023 11.15,7.499,3.749,3.75,4.649,2.85,1,Basic Membership
188.269.5.11,02-01-2023 11.20,7.95,2.544,5.406,4.834,3.116,4,Basic Membership
179.305.2.18,02-01-2023 11.25,8.128,5.527,2.601,2.855,5.273,1,Basic Membership
150.203.8.2,02-01-2023 11.30,8.629,5.436,3.193,3.884,4.745,3,Premium Membership
168.212.7.6,02-01-2023 11.35,7.926,4.439,3.487,3.3,4.626,2,Premium Membership
175.205.15.9,02-01-2023 11.40,8.5,5.525,2.975,3.315,5.185,1,Basic Membership
179.299.4.1,02-01-2023 11.45,8.537,1.793,6.744,4.879,3.658,4,Premium Membership
178.339.11.2,02-01-2023 11.50,9.188,5.788,3.4,4.972,4.216,4,Premium Membership
169.235.19.5,02-01-2023 11.55,7.01,3.785,3.225,2.395,4.615,1,Premium Membership
170.302.10.14,02-01-2023 12.00,9.033,2.078,6.955,3.517,5.516,2,Premium Membership
159.273.12.10,02-01-2023 12.05,7.357,5.444,1.913,2.752,4.605,4,Premium Membership
163.321.19.15,02-01-2023 12.10,8.188,3.439,4.749,3.444,4.744,0,Premium Membership
159.312.7.13,02-01-2023 12.15,7.848,5.886,1.962,3.1,4.748,4,Premium Membership
156.339.9.10,02-01-2023 12.20,9.402,2.915,6.487,5.706,3.696,3,Premium Membership
177.230.0.14,02-01-2023 12.25,9.437,2.737,6.7,4.518,4.919,1,Basic Membership
177.327.9.8,02-01-2023 12.30,7.325,2.344,4.981,3.314,4.011,0,Basic Membership
153.259.20.10,02-01-2023 12.35,7.446,2.978,4.468,3.455,3.991,2,Basic Membership
158.291.0.8,02-01-2023 12.40,7.024,1.616,5.408,4.282,2.742,3,Basic Membership
175.205.15.9,02-01-2023 12.45,7.882,2.286,5.596,2.273,5.609,4,Basic Membership
175.345.16.7,02-01-2023 12.50,7.323,3.076,4.247,3.849,3.474,0,Premium Membership
168.256.15.15,02-01-2023 12.55,9.163,5.315,3.848,3.572,5.591,4,Basic Membership
175.214.16.18,02-01-2023 13.00,7.781,2.179,5.602,4.476,3.306,0,Basic Membership
180.310.8.3,02-01-2023 13.05,7.272,4.654,2.618,1.795,5.477,3,Premium Membership
188.235.8.10,02-01-2023 13.10,7.524,2.031,5.493,5.307,2.217,4,Premium Membership
156.246.17.7,02-01-2023 13.15,8.675,1.995,6.68,2.242,6.433,4,Basic Membership
157.327.16.4,02-01-2023 13.20,8.537,6.317,2.22,2.751,5.786,1,Basic Membership
158.293.14.16,02-01-2023 13.25,9.438,3.209,6.229,3.819,5.619,2,Basic Membership
166.304.4.13,02-01-2023 13.30,7.338,4.623,2.715,4.884,2.454,2,Basic Membership
171.204.5.12,02-01-2023 13.35,9.647,3.087,6.56,4.7,4.947,0,Basic Membership
150.292.12.19,02-01-2023 13.40,9.804,5,4.804,4.873,4.931,4,Basic Membership
163.238.2.14,02-01-2023 13.45,8.112,1.622,6.49,4.137,3.975,3,Basic Membership
160.238.18.19,02-01-2023 13.50,8.816,4.496,4.32,4.534,4.282,2,Basic Membership
180.335.5.0,02-01-2023 13.55,8.719,2.529,6.19,4.409,4.31,3,Basic Membership
170.319.14.18,02-01-2023 14.00,7.438,3.793,3.645,4.139,3.299,3,Premium Membership
181.216.12.16,02-01-2023 14.05,12.62,5.931,6.689,6.552,6.068,4,Basic Membership
153.350.10.3,02-01-2023 14.10,15.833,8.866,6.967,11.45,4.383,3,Premium Membership
165.260.17.17,02-01-2023 14.15,13.565,3.527,10.038,7.721,5.844,1,Premium Membership
180.305.17.2,02-01-2023 14.20,12.078,2.899,9.179,3.358,8.72,4,Basic Membership
167.214.6.6,02-01-2023 14.25,15.367,3.842,11.525,6.992,8.375,3,Basic Membership
190.230.7.6,02-01-2023 14.30,15.607,11.549,4.058,10.351,5.256,1,Basic Membership
177.210.16.14,02-01-2023 14.35,12.204,4.393,7.811,3.402,8.802,2,Basic Membership
150.310.17.1,02-01-2023 14.40,13.342,6.404,6.938,8.576,4.766,1,Basic Membership
175.282.8.5,02-01-2023 14.45,13.487,6.609,6.878,6.2,7.287,4,Premium Membership
180.208.11.18,02-01-2023 14.50,13.384,6.157,7.227,7.152,6.232,4,Basic Membership
181.267.12.17,02-01-2023 14.55,12.478,3.369,9.109,4.385,8.093,3,Basic Membership
181.258.20.16,02-01-2023 15.00,15.039,9.625,5.414,5.793,9.246,4,Basic Membership
175.323.6.12,02-01-2023 15.05,19.097,8.021,11.076,9.808,9.289,1,Basic Membership
175.322.20.6,02-01-2023 15.10,18.365,7.713,10.652,9.333,9.032,4,Premium Membership
150.215.12.17,02-01-2023 15.15,18.307,7.689,10.618,7.224,11.083,1,Premium Membership
175.272.20.4,02-01-2023 15.20,16.937,11.009,5.928,10.509,6.428,0,Basic Membership
166.304.4.13,02-01-2023 15.25,17.722,10.81,6.912,12.285,5.437,4,Basic Membership
182.244.4.7,02-01-2023 15.30,18.551,4.638,13.913,11.641,6.91,3,Basic Membership
154.336.12.10,02-01-2023 15.35,15.916,11.937,3.979,5.61,10.306,3,Basic Membership
179.255.4.6,02-01-2023 15.40,19.821,12.091,7.73,10.135,9.686,2,Premium Membership
185.247.9.5,02-01-2023 15.45,19.538,4.298,15.24,5.381,14.157,2,Premium Membership
165.250.7.13,02-01-2023 15.50,19.753,9.284,10.469,12.922,6.831,4,Basic Membership
160.338.6.1,02-01-2023 15.55,17.634,5.643,11.991,6.546,11.088,3,Basic Membership
173.281.16.6,02-01-2023 16.00,18.806,9.215,9.591,8.182,10.624,2,Premium Membership
168.222.15.10,02-01-2023 16.05,17.528,8.063,9.465,7.162,10.366,0,Premium Membership
170.269.12.16,02-01-2023 16.10,16.087,11.261,4.826,9.073,7.014,4,Basic Membership
156.251.14.16,02-01-2023 16.15,15.044,9.177,5.867,6.821,8.223,3,Premium Membership
160.233.9.2,02-01-2023 16.20,18.519,9.445,9.074,10.317,8.202,3,Basic Membership
156.299.7.3,02-01-2023 16.25,17.272,10.709,6.563,8.128,9.144,0,Basic Membership
183.230.3.7,02-01-2023 16.30,16.527,10.908,5.619,3.857,12.67,1,Basic Membership
180.224.0.9,02-01-2023 16.35,19.75,8.887,10.863,10.043,9.707,0,Basic Membership
180.286.17.20,02-01-2023 16.40,15.769,7.885,7.884,6.071,9.698,3,Premium Membership
189.324.5.20,02-01-2023 16.45,18.58,8.547,10.033,7.99,10.59,4,Basic Membership
184.336.2.2,02-01-2023 16.50,18.349,9.358,8.991,11.175,7.174,2,Premium Membership
151.336.8.3,02-01-2023 16.55,17.918,4.838,13.08,7.463,10.455,3,Basic Membership
163.350.10.3,02-01-2023 17.00,15.595,3.899,11.696,6.082,9.513,3,Basic Membership
155.334.13.1,02-01-2023 17.05,19.883,8.947,10.936,9.792,10.091,1,Premium Membership
177.285.11.15,02-01-2023 17.10,19.693,7.877,11.816,11.816,7.877,3,Basic Membership
167.266.18.0,02-01-2023 17.15,17.199,6.02,11.179,6.725,10.474,0,Basic Membership
173.323.20.4,02-01-2023 17.20,18.086,13.384,4.702,9.119,8.967,2,Premium Membership
188.305.12.1,02-01-2023 17.25,17.11,4.449,12.661,8.192,8.918,4,Basic Membership
180.299.13.12,02-01-2023 17.30,18.3,9.15,9.15,5.764,12.535,0,Premium Membership
159.350.1.6,02-01-2023 17.35,19.06,9.911,9.149,10.758,8.302,3,Basic Membership
168.275.7.2,02-01-2023 17.40,15.39,4.925,10.465,5.22,10.17,0,Basic Membership
188.343.19.16,02-01-2023 17.45,17.336,3.467,13.869,11.546,5.79,0,Basic Membership
174.218.2.16,02-01-2023 17.50,15.999,8.639,7.36,9.139,6.86,0,Basic Membership
181.271.11.7,02-01-2023 17.55,16.742,10.882,5.86,9.007,7.735,3,Basic Membership
162.345.11.2,02-01-2023 18.00,18.564,4.827,13.737,6.813,11.751,1,Premium Membership
181.345.2.17,02-01-2023 18.05,17.196,12.897,4.299,5.116,12.08,0,Basic Membership
169.257.3.0,02-01-2023 18.10,15.879,8.257,7.622,7.05,8.829,4,Basic Membership
169.265.8.20,02-01-2023 18.15,17.221,5.166,12.055,4.322,12.899,4,Basic Membership
184.224.10.20,02-01-2023 18.20,16.364,7.364,9,4.737,11.627,1,Basic Membership
173.349.15.18,02-01-2023 18.25,17.261,3.452,13.809,9.424,7.837,2,Basic Membership
181.310.16.4,02-01-2023 18.30,18,6.3,11.7,5.31,12.69,1,Basic Membership
153.231.7.13,02-01-2023 18.35,17.594,8.093,9.501,8.846,8.748,3,Basic Membership
184.222.11.17,02-01-2023 18.40,15.708,10.21,5.498,8.686,7.022,1,Basic Membership
183.252.7.1,02-01-2023 18.45,17.497,4.724,12.773,4.824,12.673,2,Basic Membership
160.207.4.6,02-01-2023 18.50,18.364,6.427,11.937,7.309,11.055,0,Basic Membership
158.305.7.11,02-01-2023 18.55,16.275,5.533,10.742,5.644,10.631,3,Basic Membership
160.275.13.3,02-01-2023 19.00,17.64,10.937,6.703,4.89,12.75,1,Premium Membership
157.227.14.1,02-01-2023 19.05,15.048,5.568,9.48,10.037,5.011,0,Basic Membership
158.291.17.7,02-01-2023 19.10,14.413,6.918,7.495,8.694,5.719,0,Basic Membership
159.289.19.8,02-01-2023 19.15,13.272,9.954,3.318,4.114,9.158,1,Basic Membership
161.214.11.0,02-01-2023 19.20,12.645,5.311,7.334,6.123,6.522,0,Premium Membership
159.273.12.10,02-01-2023 19.25,12.313,8.25,4.063,7.033,5.28,4,Premium Membership
156.251.14.16,02-01-2023 19.30,14.379,3.739,10.64,7.868,6.511,3,Premium Membership
174.238.4.15,02-01-2023 19.35,12.136,4.248,7.888,8.046,4.09,3,Premium Membership
187.225.7.11,02-01-2023 19.40,15.644,5.006,10.638,3.661,11.983,2,Premium Membership
152.260.0.10,02-01-2023 19.45,13.986,5.594,8.392,7.021,6.965,0,Basic Membership
187.254.6.3,02-01-2023 19.50,13.981,9.787,4.194,9.577,4.404,4,Basic Membership
172.297.0.18,02-01-2023 19.55,15.575,4.673,10.902,4.018,11.557,4,Premium Membership
157.213.7.9,02-01-2023 20.00,15.22,5.784,9.436,6.146,9.074,3,Premium Membership
180.299.13.12,02-01-2023 20.05,15.21,6.692,8.518,4.721,10.489,4,Premium Membership
182.289.18.11,02-01-2023 20.10,13.36,5.611,7.749,6.164,7.196,1,Basic Membership
158.336.15.9,02-01-2023 20.15,12.976,3.244,9.732,5.126,7.85,4,Premium Membership
158.321.18.18,02-01-2023 20.20,13.703,4.248,9.455,8.294,5.409,3,Premium Membership
158.237.2.2,02-01-2023 20.25,13.499,3.78,9.719,6.415,7.084,1,Premium Membership
155.305.16.18,02-01-2023 20.30,14.92,6.714,8.206,4.439,10.481,3,Basic Membership
168.310.5.10,02-01-2023 20.35,14.154,3.822,10.332,5.918,8.236,4,Premium Membership
160.295.0.11,02-01-2023 20.40,13.25,7.685,5.565,6.691,6.559,4,Basic Membership
190.331.1.20,02-01-2023 20.45,12.916,5.683,7.233,5.823,7.093,4,Premium Membership
171.336.15.18,02-01-2023 20.50,14.728,7.953,6.775,6.413,8.315,3,Basic Membership
174.316.15.16,02-01-2023 20.55,14.02,4.907,9.113,6.281,7.739,2,Basic Membership
187.225.7.11,02-01-2023 21.00,13.556,6.371,7.185,6.442,7.114,1,Premium Membership
185.312.15.15,02-01-2023 21.05,14.221,3.271,10.95,9.51,4.711,0,Basic Membership
172.292.18.9,02-01-2023 21.10,14.557,9.462,5.095,7.315,7.242,3,Basic Membership
164.305.1.16,02-01-2023 21.15,15.43,9.721,5.709,7.991,7.439,3,Basic Membership
186.210.3.17,02-01-2023 21.20,15.348,10.897,4.451,9.384,5.964,2,Basic Membership
175.205.15.9,02-01-2023 21.25,12.619,4.795,7.824,6.698,5.921,4,Basic Membership
165.324.19.8,02-01-2023 21.30,14.263,9.699,4.564,9.482,4.781,4,Basic Membership
181.339.15.16,02-01-2023 21.35,12.057,5.185,6.872,3.586,8.471,1,Premium Membership
159.294.7.7,02-01-2023 21.40,13.105,5.635,7.47,5.545,7.56,1,Basic Membership
156.209.7.8,02-01-2023 21.45,12.766,8.553,4.213,6.077,6.689,2,Basic Membership
180.305.17.2,02-01-2023 21.50,15.269,3.97,11.299,7.644,7.625,3,Basic Membership
150.235.4.7,02-01-2023 21.55,13.382,2.944,10.438,7.055,6.327,1,Basic Membership
167.336.11.13,02-01-2023 22.00,13.445,7.26,6.185,4.617,8.828,1,Premium Membership
174.297.12.5,02-01-2023 22.05,14.677,3.816,10.861,5.278,9.399,3,Basic Membership
179.245.12.1,02-01-2023 22.10,15.432,6.173,9.259,6.265,9.167,3,Premium Membership
150.306.7.3,02-01-2023 22.15,14.265,5.135,9.13,6.956,7.309,2,Basic Membership
170.200.9.7,02-01-2023 22.20,14.866,3.865,11.001,7.02,7.846,1,Basic Membership
170.233.17.10,02-01-2023 22.25,13.2,5.412,7.788,5.256,7.944,1,Basic Membership
173.274.0.6,02-01-2023 22.30,14.383,6.185,8.198,4.559,9.824,4,Premium Membership
163.216.17.8,02-01-2023 22.35,14.769,3.249,11.52,7.848,6.921,0,Premium Membership
